project_iii_population_group,project_iii_priority_tier,n,score_median,feh_median,ecc_median,zmax_median_kpc,Lz_median,Lperp_median
retrograde_halo,priority_A,5,18.0,-1.196,0.8686784274981786,6.987061064120245,-320.50892591999315,837.8962517822617
radial_halo_or_gse_like,priority_A,1,19.0,-1.539,0.8369854697847113,17.78440097652317,471.0723555977167,1303.9018650592682
retrograde_halo,priority_B,6,13.5,-0.8919999999999999,0.7469011264366532,2.5454403827099163,-714.3990637194256,369.00970776704276
prograde_hot_or_heated_disk,priority_B,3,12.0,-1.679,0.8429087523606019,4.008622242376958,770.758487729764,385.25501777195143
radial_halo_or_gse_like,priority_B,3,13.0,-1.311,0.949393608871366,1.0523769002110954,149.38398969702428,192.47429470352668
general_halo,priority_B,1,12.0,-0.534,0.9477613225411664,5.485656744725901,110.09543752887312,407.421144098808
high_inclination_halo,priority_B,1,15.0,-1.472,0.6674059814388952,18.98889929051783,2417.299615178472,1650.511525452589
retrograde_halo,priority_C,4,11.0,-0.584,0.45649664253682587,3.9559280224168685,-2370.2270921199547,573.7098394420279
retrograde_uncertain,review_only,3,5.0,-0.768,0.5235030774699629,1.90874701111668,-1067.8632614602427,513.1044361035314
