orbital_family_interpretation,rotation_class,inclination_proxy_class,n,galpy_success_n,ecc_median,ecc_min,ecc_max,rperi_median_kpc,rap_median_kpc,zmax_median_kpc,feh_median,Lz_median,Lperp_median
retrograde_low_inclination_halo_like,retrograde,low_Lperp,9,9,0.5235030774699629,0.25536750770081584,0.8045438560281528,2.996770081052203,12.137321246405197,2.763825468925241,-0.768,-1125.1355493306885,540.7301463200286
radial_metal_poor_halo_like,low_Lz_or_radial,low_Lperp,6,6,0.9407774142532391,0.7782072245643243,0.9508067882220382,0.47741205954727406,13.793090430789036,2.0321098625959624,-1.1515,101.2149045431499,200.29195234057437
radial_metal_poor_halo_like,low_Lz_or_radial,moderate_Lperp,4,4,0.852831948641445,0.8014155212580162,0.9169521568638751,1.1633590584950877,13.360939736625678,8.186916427218502,-1.126,-243.80556053236296,962.6394771071434
prograde_hot_or_metal_poor_candidate,prograde,low_Lperp,3,3,0.8429087523606019,0.6667336407678446,0.8879014418154255,1.6316410479847057,19.48116329693087,4.008622242376958,-1.679,770.758487729764,385.25501777195143
retrograde_moderate_inclination_halo_like,retrograde,moderate_Lperp,2,2,0.5525684955500958,0.5370639380864489,0.5680730530137428,2.9979472769525053,10.459691211317374,5.27500780044084,-0.76,-895.5793070607801,963.3566540077204
low_Lz_or_radial_candidate,low_Lz_or_radial,low_Lperp,1,1,0.9807297947857754,0.9807297947857754,0.9807297947857754,0.08879484058844751,9.12697007746248,0.46709500470177245,-0.796,-54.933104906816496,150.91014971933126
prograde_high_inclination_halo_like,prograde,high_Lperp,1,1,0.6674059814388952,0.6674059814388952,0.6674059814388952,7.545047875165505,37.82586954426076,18.98889929051783,-1.472,2417.299615178472,1650.511525452589
retrograde_high_inclination_halo_like,retrograde,high_Lperp,1,1,0.7087529115246556,0.7087529115246556,0.7087529115246556,9.389509171256536,55.088451589895655,52.847639658481675,-2.213,-961.1463243325856,3531.4575141993287
