source_id,ra_gaia,dec_gaia,parallax,parallax_over_error,pmra,pmdec,phot_g_mean_mag,bp_rp,ruwe,distance_pc,absolute_g_mag,obsid,designation,gaia_source_id,ra_lamost,dec_lamost,snrg,class,subclass,teff,teff_err,logg,logg_err,feh,feh_err,rv,rv_err,id_match_sep_arcsec,pm_total,tangential_velocity_kms,reduced_pm_g,metallicity_group,high_vtan_candidate,metal_poor_candidate,chemo_kinematic_candidate
3083651729573211904,121.0782048088131,0.0147076367843803,1.5106416225610757,100.29154,-3.57969274463174,1.6672557571868798,13.063668,0.8645334,1.013216,661.970374088226,3.95947548403481,122501033,J080418.76+000052.9,3083651729573211904,121.0782,0.0147125,52.46,STAR,G5,5607.38,38.88,4.051,0.056,0.315,0.034,38.29,5.24,0.0246213546190705,3.9489165483511948,12.39190033584921,6.046057779883617,metal_rich,False,False,False
3083667981729572352,121.73427769028952,0.1862079024164051,2.513132515298411,173.03845,23.431067923850225,2.3535736355613146,12.2241955,0.9139881,1.0916816,397.9097775038175,4.225272426185688,122501113,J080656.21+001110.3,3083667981729572352,121.73424,0.1862136,71.08,STAR,G5,5576.97,30.22,4.413,0.043,0.205,0.025,-30.91,4.04,0.1372259075441429,23.548975623370378,44.41994673729458,9.084055600680495,metal_rich,False,False,False
3083690418638426368,121.64885895319156,0.3277874142448839,1.2529942696995031,47.097878,-5.139686635728935,-3.559085019422325,14.514419,0.98581314,1.2231784,798.0882468359754,5.00416402621997,869901088,J080635.72+001940.0,3083690418638426368,121.648848,0.327787,79.11,STAR,G7,5312.8,28.7,4.612,0.04,-0.181,0.024,13.75,3.87,0.0394590345327728,6.251676966140128,23.65205318519586,8.494401646282054,solar_like,False,False,False
3084031095444397312,120.66185357903876,0.0521506941350278,2.963156176490112,221.7447,0.8534871373480787,-0.5203199142321996,12.4562025,0.77729416,0.93252176,337.4779932067266,4.814975217339292,173002110,J080238.84+000307.7,3084031095444397312,120.66186,0.052153,65.07,STAR,G4,5850.82,23.93,4.418,0.034,-0.344,0.02,-19.14,3.19,0.0245607931885901,0.9995864678782029,1.5991427319890363,2.4553043406854016,solar_like,False,False,False
3084844459171289344,120.77827339651648,1.4575828052045627,1.4253291447635108,57.63692,-7.937473959633771,-2.3873739785530015,15.040571,1.0757637,1.0849711,701.5923330227834,5.810147040625809,869905063,J080306.78+012727.3,3084844459171289344,120.778263,1.457604,72.78,STAR,G9,5153.58,35.82,4.763,0.051,0.086,0.03,21.27,4.79,0.0849811222792651,8.28873014238829,27.567300312663424,9.633011002331274,solar_like,False,False,False
3084495707825909248,120.36474941229766,0.5697323008269859,4.21387493425882,287.76413,-18.57113084390763,0.4989670038202059,11.830224,0.88075924,0.9817432,237.31126708816055,4.953632246251168,122402250,J080127.54+003410.9,3084495707825909248,120.36478,0.5696993,82.25,STAR,F9,5696.87,24.66,4.565,0.035,0.017,0.02,31.79,3.34,0.1619827836590594,18.577832728616073,20.899447679149713,8.175199241263787,solar_like,False,False,False
3084495707825909248,120.36474941229766,0.5697323008269859,4.21387493425882,287.76413,-18.57113084390763,0.4989670038202059,11.830224,0.88075924,0.9817432,237.31126708816055,4.953632246251168,173002250,J080127.54+003410.9,3084495707825909248,120.36478,0.5696993,96.88,STAR,G6,5727.05,29.12,4.561,0.04,0.024,0.024,30.32,4.12,0.1619827836590594,18.577832728616073,20.899447679149713,8.175199241263787,solar_like,False,False,False
3084576212693913344,121.57627053649806,1.0935969846849052,2.2280592708253844,148.3836,-18.271102846031717,-5.075887162441261,12.793198,0.8477583,1.037565,448.8210942564154,4.532831330614632,122405128,J080618.30+010537.0,3084576212693913344,121.57628,1.0936285,65.92,STAR,F9,5697.37,25.76,4.297,0.036,0.144,0.022,25.9,3.44,0.1184580714324443,18.963064881397845,40.34625171574493,9.182740654859247,solar_like,False,False,False
3084576212693913344,121.57627053649806,1.0935969846849052,2.2280592708253844,148.3836,-18.271102846031717,-5.075887162441261,12.793198,0.8477583,1.037565,448.8210942564154,4.532831330614632,173005128,J080618.30+010537.0,3084576212693913344,121.57628,1.0936285,64.97,STAR,F9,5623.29,29.29,4.165,0.042,0.112,0.025,28.6,3.91,0.1184580714324443,18.963064881397845,40.34625171574493,9.182740654859247,solar_like,False,False,False
3083803668334993408,121.94916950576534,0.8133698801932877,6.3478875654587545,344.49716,-19.350567204216848,-22.899716479592904,10.859646,0.83872986,1.0501038,157.53272087574084,4.872791972882361,122508204,J080747.82+004848.5,3083803668334993408,121.94926,0.813482,175.41,STAR,G3,5694.27,19.01,4.441,0.025,0.042,0.013,-1.75,3.32,0.518680013239117,29.98068488161422,22.388949992449138,8.243853748449963,solar_like,False,False,False
