source_id,umap_1,umap_2,feh,bp_rp,absolute_g_mag,tangential_velocity_kms,rv,galcen_vtot_kms,metallicity_group,high_vtan_candidate,metal_poor_candidate,chemo_kinematic_candidate,umap_dbscan_label
3084588169883017600,6.9509845,8.546941,-0.233,0.67049694,3.67268758569503,31.832053285799574,69.06,216.71641216798128,solar_like,False,False,False,0
3089891320619899264,8.186559,9.566809,-0.008,0.8451872,3.367707975060309,69.86577092281223,60.36,247.96158274444497,solar_like,False,False,False,0
3084863357027476096,7.635265,5.6616015,0.053,0.67724323,2.6238617846003507,27.990622204387037,12.34,219.52364598406672,solar_like,False,False,False,0
3090737910214056320,7.5569487,4.1328053,-0.108,0.93747425,5.480539945495707,16.14923999053126,23.42,219.569623845835,solar_like,False,False,False,0
3090699083710119168,7.6452985,7.5601544,-0.071,0.71597767,4.105305226947593,25.621613307732968,39.32,228.43786652174273,solar_like,False,False,False,0
3083504807330013952,2.3771188,9.011486,-0.001,1.2569952,0.4798413999873432,13.540835497281234,88.69,194.8143357968274,solar_like,False,False,False,0
3084523917171140736,-0.3749049,8.076623,-0.009,1.166606,2.658678148252424,14.779661367096008,-24.37,253.06316714901467,solar_like,False,False,False,0
3077503294908084736,1.6215091,10.1945,-0.466,1.157795,0.8109598422804005,40.52649649614666,70.61,234.98837694227709,solar_like,False,False,False,0
3089642384314951680,8.406618,7.250462,-0.224,0.67206764,3.8958480887704248,25.129062696636662,18.66,231.11987640715623,solar_like,False,False,False,0
3084428843775278208,8.517249,3.663855,0.109,0.99697113,5.628746072158403,15.332703760369537,10.44,251.36889928033537,solar_like,False,False,False,0
3084818173971004928,5.1937795,7.053616,0.004,0.83367634,4.429564335489248,46.73545857388648,76.61,170.34270821973735,solar_like,False,False,False,0
3084924448641880576,5.2151594,6.959157,0.125,0.78783035,4.515197956706373,47.75751116569799,81.17,191.95034451123064,solar_like,False,False,False,0
3089600327995310080,2.3519866,8.427954,-0.192,1.1070023,2.065047426559218,48.51934382045322,63.06,208.08306458844163,solar_like,False,False,False,0
3083776249262118016,7.669068,7.364858,-0.021,0.6509867,2.8415139344312177,44.98687312026711,30.63,227.98816200527813,solar_like,False,False,False,0
3089959318542125056,9.880543,5.7225637,-0.166,0.5937805,3.473597849484907,18.36671751935052,-2.19,234.7020941767729,solar_like,False,False,False,0
3090692791580239872,9.244403,8.58339,-0.28,0.76464176,4.638927566591509,30.68289753442703,24.34,253.11853230836064,solar_like,False,False,False,0
3084650738966381568,1.4061517,7.8991094,-0.143,1.2029772,0.789355804152212,38.14593471623719,24.87,203.77372112124817,solar_like,False,False,False,0
3083710519084893568,7.9549613,6.603822,-0.396,0.9812441,5.391027982898898,44.48706024218046,2.99,225.62018042222775,solar_like,False,False,False,0
3084608991884422272,9.232247,4.718979,-0.226,0.728693,3.829508435340932,44.65234482837271,-15.77,242.4733471745901,solar_like,False,False,False,0
3077583417521476224,9.264849,7.453911,-0.245,0.7383299,3.4179634805083765,14.271997363905092,33.57,236.12683636345096,solar_like,False,False,False,0
3089760719255036288,8.808714,8.521304,-0.12,0.69089127,2.8116024228571845,43.797495514199404,32.61,245.0192863986002,solar_like,False,False,False,0
3083606409078631936,6.0776997,6.897036,-0.115,0.75433445,4.116173443007634,40.07922176029663,39.9,198.7958661787301,solar_like,False,False,False,0
3084505156755086976,9.647307,6.2241797,0.005,0.59510326,1.9278105430198968,15.55629723035233,5.66,232.1709153509145,solar_like,False,False,False,0
